"School_Level","pct_White","pct_Black","pct_Hispanic","pct_Asian","fatalities","Media_Attention"
0.732635576262705,-2.13079590056664,-2.69543756999708,-2.5808395967659,-2.71516967134814,-2.75083923917506,"Local"
1.7649589235314,-1.18202137134138,1.60199227128037,-1.0597963821531,-1.19560192569563,1.7649589235314,"Local"
5.17761379594018,0.786760486469398,-0.554507985408006,-0.585381172740223,-0.77748100502957,-0.95585942072682,"Local"
3.62242958430856,-0.207420183111414,-0.754541578457124,2.68250308461208,-0.852742854544816,-0.880800361998442,"Local"
15.3633723209178,6.21103683558084,2.30925170762138,4.21197408483618,-0.580959498274521,-0.580959498274521,"International"
0.5091235895921,-0.319772121736214,-0.195147941361678,0.203842651620366,-0.175826363009036,0.5091235895921,"Local"
0.732635576262705,-2.74032308878884,-1.85871914807679,-2.54665065250915,-2.71228002109223,-1.58968096736247,"Local"
7.68608062198547,-0.226074746826623,0.0677213679821659,-0.711968321318083,-1.04644389817732,-1.19560192569563,"Local"
2.11087718760668,-0.781142792365991,-0.95585942072682,1.91776933520787,-0.95585942072682,-0.95585942072682,"Local"
12.6288894769226,1.18812779791745,-0.590785045983742,-0.0678440430910931,-0.627322408631263,-0.880800361998442,"Local"
15.3633723209178,0.680570052254985,10.5275090438881,0.715612539769694,0.400230152137317,-0.580959498274521,"Local"
0.5091235895921,-0.0373514332086735,0.0615793898845699,-0.324721919336666,-0.324721919336666,-0.329432910912535,"Local"
0.732635576262705,-1.89554704871799,-2.70049091302601,-2.56014495388552,-2.71748347310131,-2.75083923917506,"Local"
1.7649589235314,-0.173413397190132,-0.907874784338526,-0.112839262167584,-0.923018318094163,-1.19560192569563,"Local"
2.11087718760668,1.38972059799857,-0.934006190738696,-0.693620660869324,-0.919437370746613,-0.95585942072682,"Local"
12.6288894769226,2.98284040352872,-0.864484311468344,-0.51858404023027,-0.795956899241933,-0.880800361998442,"Regional"
15.3633723209178,5.36781404847999,5.32734620122316,1.48290071182398,0.0665260578348141,-0.580959498274521,"Local"
2.18623659060137,-0.301455822978656,0.426704600813916,-0.294650585373118,-0.329432910912535,0.5091235895921,"Local"
-0.428522695549885,-2.07522202753694,-2.48172151977604,-2.69249903427038,-2.71884622358217,-2.75083923917506,"Local"
1.7649589235314,0.596846479618697,-0.554482739525149,-0.933783619301401,-1.08483264222115,-1.19560192569563,"Local"
2.11087718760668,1.92687299110667,-0.927979997014698,-0.927979997014698,-0.950283535984396,-0.95585942072682,"Local"
3.62242958430856,-0.752867693069266,3.2898046450927,-0.842420561319689,-0.880800361998442,-0.880800361998442,"Local"
47.2520359593026,-0.580959498274521,13.2115356688968,1.46717418256482,-0.477256527092782,-0.580959498274521,"Local"
0.5091235895921,-0.236024085539867,0.226774185624716,-0.240269941238624,-0.308203632418747,0.5091235895921,"Local"
-0.428522695549885,-1.98447477977875,-2.67223775616006,-2.62221863060505,-2.73476166310381,-2.75083923917506,"National"
7.68608062198547,-0.149123947115379,-0.336447730629744,-0.481518029140869,-0.997010546180399,1.7649589235314,"National"
8.24435040427369,-0.840046104702141,-0.571359211524886,1.29555144279294,-0.765925582446347,2.11087718760668,"Local"
8.12565953061556,3.04976450443137,-0.768002694749905,-0.646528283866864,-0.846093387460431,-0.880800361998442,"Local"
15.3633723209178,1.81069027460433,9.46396954781667,0.694587047260869,0.375700410877021,-0.580959498274521,"Local"
0.5091235895921,-0.0877739770495279,0.011306185834305,-0.227936158690072,-0.324599732235275,-0.329432910912535,"Local"
0.732635576262705,-1.73253640143405,-2.71695686058116,-2.72061982042915,-2.72703000016313,-2.75083923917506,"Local"
7.68608062198547,-1.15849865659914,-0.513741848337594,1.00609206125614,-1.18370087711751,-1.19560192569563,"Local"
8.24435040427369,1.30408250439787,-0.948983329676745,-0.252206103269134,-0.944399268976695,29.7115066626082,"National"
12.6288894769226,1.84780821594612,-0.177106570844319,-0.134023277508352,-0.79668536072346,-0.880800361998442,"National"
47.2520359593026,12.8488540411886,-0.280931748988643,-0.0952002851450041,-0.195209534906963,-0.580959498274521,"Local"
2.18623659060137,-0.31321772996355,0.189452879454974,-0.112844422522526,-0.26688864153788,-0.329432910912535,"International"
0.732635576262705,-2.5593477256166,-2.2978140141458,-2.37813763560489,-2.68593775303612,-1.58968096736247,"Local"
7.68608062198547,1.65734209740965,-1.18901314042287,-1.14069538175596,-1.18242435515011,4.72551977275843,"National"
8.24435040427369,0.624689446645061,-0.60200519668834,0.0585226881834916,-0.95585942072682,-0.95585942072682,"National"
12.6288894769226,3.09342231519648,-0.720764549493949,-0.685201035604061,-0.849682287344791,-0.880800361998442,"Regional"
47.2520359593026,13.5601443175568,-0.438599392746017,0.368107871915501,-0.10642581317951,15.3633723209178,"National"
0.5091235895921,-0.329432910912535,0.498372865226656,-0.322265761335572,-0.329432910912535,-0.329432910912535,"National"
-1.58968096736247,-2.32004704451538,-2.60229020653379,-2.44383790504977,-2.6220967442193,-1.58968096736247,"Local"
4.72551977275843,-0.196203559925486,-0.639451370685466,-0.622725038203957,-0.614361871963203,-1.19560192569563,"Local"
5.17761379594018,1.52168316142328,-0.886327206456729,-0.648453841848522,-0.911944338029921,-0.95585942072682,"National"
12.6288894769226,3.36786801887241,-0.84853199454879,-0.776824511327341,-0.852117368709863,-0.880800361998442,"Local"
31.3077041401102,10.1792376176944,-0.349365851738766,3.08890905452283,-0.402810539400863,-0.580959498274521,"Regional"
2.18623659060137,-0.266924479791936,0.35815983141405,-0.279897927760363,-0.325894697830237,-0.329432910912535,"Local"
-0.428522695549885,-1.67164508066689,-2.72958928387392,-2.71289289042302,-2.74324996942465,-2.75083923917506,"National"
1.7649589235314,-1.17322992935386,1.36972032149354,-0.852564648455217,-1.18814459358171,1.7649589235314,"Local"
8.24435040427369,-0.855516300617749,1.27677500170002,-0.266000469976953,-0.93704508570637,2.11087718760668,"International"
12.6288894769226,-0.148662332018207,1.8560013214991,-0.288117194871585,-0.619322494148358,-0.880800361998442,"Local"
47.2520359593026,-0.315220634621314,3.20118432860367,10.6480524844668,-0.0247618766747869,15.3633723209178,"Regional"
2.18623659060137,0.427237355303019,-0.325286772467518,-0.294190734129893,-0.320104099411247,-0.329432910912535,"International"
0.732635576262705,-2.6465405094503,-2.40249175763129,-2.08343012630579,-2.73131533902954,-2.75083923917506,"Local"
7.68608062198547,1.52870469117413,-1.15130425712864,-1.13284689522573,-1.16237867427039,-1.19560192569563,"Local"
8.24435040427369,0.761023707076909,-0.817203776201104,-0.42570548577555,-0.631649898968159,-0.95585942072682,"Local"
12.6288894769226,0.462074581140492,0.314910203810198,0.439999924540948,-0.527605856405736,-0.880800361998442,"Local"
47.2520359593026,6.75716280681577,4.06247748766571,1.60089643487812,0.137001642121861,-0.580959498274521,"Local"
2.18623659060137,-0.0711463093380691,-0.118043876561617,-0.100544784314025,-0.244737304434187,-0.329432910912535,"Local"
0.732635576262705,-2.75083923917506,-1.73420281235202,-2.60631739418551,-2.75083923917506,-2.75083923917506,"Local"
7.68608062198547,-0.0204504466883281,-0.953658974135302,-0.19326684065999,-0.899653851019158,1.7649589235314,"Local"
8.24435040427369,0.894628849021862,-0.198502326454678,-0.651797336080616,-0.894300839172681,-0.95585942072682,"Local"
12.6288894769226,0.426410298922163,1.24618647610966,-0.0776412694836635,-0.764480769289405,-0.880800361998442,"Local"
47.2520359593026,7.61448659817352,1.94529633010645,3.23819493587719,0.316414205072929,-0.580959498274521,"Local"
2.18623659060137,0.45009898154687,-0.327397579600631,-0.298902941233968,-0.325362248288726,-0.329432910912535,"Local"
0.732635576262705,-2.7052596673729,-2.64772479804885,-1.79964588009049,-2.71273172832407,-2.75083923917506,"National"
7.68608062198547,-1.01910291126336,-0.876222756722947,1.04215343585639,-1.01490055377687,-1.19560192569563,"Local"
8.24435040427369,-0.889908095816423,2.02843803146868,-0.947615505113021,-0.95585942072682,2.11087718760668,"Local"
8.12565953061556,2.7972303794879,-0.451696775491702,-0.531858983959994,-0.857223241860709,-0.880800361998442,"Regional"
47.2520359593026,4.17836360865734,9.00961603206675,0.186286544152781,-0.257277574125503,-0.580959498274521,"Regional"
1.34768009009673,-0.329432910912535,0.479871618644264,-0.305056268456005,-0.329432910912535,-0.329432910912535,"Local"
0.732635576262705,-2.75083923917506,-1.60234354393622,-2.73817666260132,-2.75083923917506,-2.75083923917506,"Local"
7.68608062198547,1.63737353923563,-1.1782039187462,-1.14920724049716,-1.1724045830964,7.68608062198547,"National"
5.17761379594018,-0.747564875751191,-0.872541602736569,-0.766792064518172,0.531043177253059,-0.95585942072682,"Local"
3.62242958430856,0.0602592293452003,-0.730692697121542,2.02320561619697,-0.67873235158723,-0.880800361998442,"Local"
47.2520359593026,2.08234759847253,8.43877386937551,2.93460586943159,-0.438916453114678,-0.580959498274521,"Local"
2.18623659060137,-0.322159186620673,0.412486966857365,-0.24318732288046,-0.329432910912535,0.5091235895921,"Local"
0.732635576262705,-1.64353178576538,-2.7441078868747,-2.72223099189852,-2.74747356302488,-2.75083923917506,"International"
1.7649589235314,-0.395450344823458,0.708758836780138,-0.939553419816534,-1.19560192569563,1.7649589235314,"National"
8.24435040427369,0.855564005404421,-0.74935064593448,-0.207874882108893,-0.679430352107152,2.11087718760668,"National"
12.6288894769226,3.33189862003069,-0.630620920536942,-0.870039955914077,-0.859279549829711,-0.880800361998442,"Regional"
47.2520359593026,8.86395662478431,5.87016930561434,-0.56164474137665,-0.551987362927714,-0.580959498274521,"Regional"
2.18623659060137,-0.260628274973693,0.196922554019605,-0.115708510527508,-0.302341085511616,-0.329432910912535,"National"
